c1ccc(-c2ccc(C3=Nn4c(Cn5nnc6ccccc65)nnc4SC3)cc2)cc1,-12.3
O=C1Nc2ccc(F)cc2[C@]12Nc1ccccc1-c1nnc(SCc3ccccc3F)nc1O2,-12.0
O=C1Nc2ccc(F)cc2[C@@]12Nc1ccccc1-c1nnc(SCc3ccccc3F)nc1O2,-12.2
Cc1ccc(CSc2nnc3c(n2)O[C@@]2(Nc4ccccc4-3)C(=O)Nc3ccc(F)cc32)cc1,-12.6
Cc1ccc(CSc2nnc3c(n2)O[C@]2(Nc4ccccc4-3)C(=O)Nc3ccc(F)cc32)cc1,-11.8
Cc1ccnc(-n2c(CCN3C(=O)c4ccccc4C3=O)nc3ccccc3c2=O)c1,-12.2
O=C1c2ccccc2C(=O)C12O[C@@H](c1ccccc1)C1(C(=O)c3ccccc3C1=O)[C@H]2c1cccc([N+](=O)[O-])c1,-12.2
O=C1c2ccccc2C(=O)C12O[C@H](c1ccccc1)C1(C(=O)c3ccccc3C1=O)[C@H]2c1cccc([N+](=O)[O-])c1,-12.2
O=C1c2ccccc2C(=O)C12O[C@H](c1ccccc1)C1(C(=O)c3ccccc3C1=O)[C@@H]2c1cccc([N+](=O)[O-])c1,-11.7
O=C(Oc1ccc2c(c1)occ(Oc1ccc3ccccc3c1)c2=O)c1cccnc1,-12.2
O=C(c1ccc(N2CCN(C(=O)c3ccc(F)cc3F)CC2)cc1)c1cccc(F)c1,-12.3
Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)c3cc(-c4ccccc4)nc4ccccc43)cc2)n1,-12.2
O=C1CCCC2=C1[C@H](c1ccc(O)c(O)c1)Nc1ccc3ccccc3c12,-10.8
Cc1c(C(=O)c2cccc3ccccc32)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,-12.4
O=C(Nc1nc2c(s1)CCCC2)c1cc(-c2ccc3c(c2)OCO3)nc2ccccc21,-12.3
Cc1cccc(-n2c(CCN3C(=O)c4ccccc4C3=O)nc3ccccc3c2=O)n1,-12.8
Cn1c2ccccc2nc1-n1c(CCCN2C(=O)c3ccccc3C2=O)nc2ccccc2c1=O,-12.3
Cc1oc2c(cc(NS(=O)(=O)c3ccc4c5c(cccc53)C(=O)N4)c3ccccc23)c1C(=O)OC(C)C,-12.3
COC(=O)c1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(C4CCN(Cc5ccccc5)CC4)CC(=O)N32)cc1,-12.5
COC(=O)c1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(C4CCN(Cc5ccccc5)CC4)CC(=O)N23)cc1,-11.9
Cc1cccc(NC(=O)N[C@H]2N=C(c3ccccc3)c3ccccc3N(CC(=O)c3ccccc3C)C2=O)c1,-12.4
O=C1c2ccccc2C(=O)C(Sc2nnc3c4ccccc4c4ccccc4c3n2)=C1Cl,-12.1
Cc1[nH]c2ccccc2c1-c1cc(-c2cc(-c3c(C)[nH]c4ccccc43)nc(N)n2)nc(N)n1,-13.5
O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)Cc1ccccc1-2,-12.2
O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)[C@H](O)c1ccccc1-2,-12.5
O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)Cc1cc(F)ccc1-2,-12.3
O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)oc(=O)c1ccccc12,-12.9
O=c1c2ccccc2c2ccccc2c(=O)n1-c1cc2c3ccccc3ccc2c2ccccc21,-12.5
O=C1CN(C2CCN(Cc3ccccc3)CC2)C(=O)[C@H]2Cc3c4ccccc4[nH]c3[C@@H](c3cccc([N+](=O)[O-])c3)N12,-12.1
O=C1CN(C2CCN(Cc3ccccc3)CC2)C(=O)[C@@H]2Cc3c4ccccc4[nH]c3[C@@H](c3cccc([N+](=O)[O-])c3)N12,-12.3
O=C1CN(C2CCN(Cc3ccccc3)CC2)C(=O)[C@H]2Cc3c4ccccc4[nH]c3[C@H](c3cccc([N+](=O)[O-])c3)N12,-12.6
O=C1CN(C2CCN(Cc3ccccc3)CC2)C(=O)[C@@H]2Cc3c4ccccc4[nH]c3[C@H](c3cccc([N+](=O)[O-])c3)N12,-10.5
Cc1c(C)c2ccc(OCC(=O)N3CCC(C(=O)O)(c4ccccc4)CC3)c(C)c2oc1=O,-12.4
COc1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(C4CCN(Cc5ccccc5)CC4)CC(=O)N32)cc1OC,-12.1
COc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(C4CCN(Cc5ccccc5)CC4)CC(=O)N23)cc1OC,-12.0
Cc1cccn2c(=O)c3c(nc12)N1CC[C@@H](Cc2ccccc2)C[C@@H]1C1(C3)C(=O)N(C)C(=O)N(C)C1=O,-12.4
Cc1cc(C)c2oc(C(=O)Nc3c4ccccc4oc3C(=O)Nc3ccccc3)cc(=O)c2c1,-12.2
COc1ccc(-c2nn(C)c(=O)c3ccccc32)cc1NC(=O)Cn1nc(-c2ccccc2)c2ccccc2c1=O,-12.4
Cc1ccccc1Nc1nnc(-c2ccc(C)c(S(=O)(=O)N3CCOCC3)c2)c2ccccc21,-12.1
O=S(=O)(c1ccccc1)N1CCN(c2nnc(-c3ccccc3)c3ccccc32)CC1,-12.2
Cc1cccc(-n2c(CCCN3C(=O)c4ccccc4C3=O)nc3ccccc3c2=O)n1,-12.6
CC1=NN(c2ccccc2)C(=O)/C1=C\c1cc2cc(C)ccc2nc1N1CCCCC1,-11.8
Cc1nc2c(c3nc4ccccc4nc3n2/N=C/c2ccccc2)c(=O)n1CCC1=CCCCC1,-12.1
Cc1ccc(S(=O)(=O)c2nnn3c2nc(Nc2cccc(C)c2)c2ccccc23)cc1,-12.3
COc1cc2c(cc1OC)[C@@H](COc1ccc3c(C)cc(=O)oc3c1)N(C(=O)c1ccc(C)c(C)c1)CC2,-11.7
COc1cc2c(cc1OC)[C@H](COc1ccc3c(C)cc(=O)oc3c1)N(C(=O)c1ccc(C)c(C)c1)CC2,-12.0
Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)C3(c4ccc([N+](=O)[O-])cc4)CCCC3)cc2)n1,-12.3
O=C1N[C@@H](Cc2ccccc2)C(=O)N2[C@H]3Nc4ccccc4[C@@]3([C@@]34C[C@H]5C(=O)N[C@@H](Cc6ccccc6)C(=O)N5[C@H]3Nc3ccccc34)C[C@@H]12,-12.0
O=C1N[C@@H](Cc2ccccc2)C(=O)N2[C@H]3Nc4ccccc4[C@@]3([C@]34C[C@H]5C(=O)N[C@@H](Cc6ccccc6)C(=O)N5[C@H]3Nc3ccccc34)C[C@@H]12,-12.3
O=C1Nc2ccc(F)cc2[C@]12Nc1ccccc1-c1nnc(SCc3ccccc3Cl)nc1O2,-11.7
O=C1Nc2ccc(F)cc2[C@@]12Nc1ccccc1-c1nnc(SCc3ccccc3Cl)nc1O2,-12.3
O=C1CCCC2=C1[C@@H](c1ccc(O)c(O)c1)Nc1ccc3ccccc3c12,-12.5
O=C(c1ccc2c(c1)N(Cc1cccc(Cl)c1)C(=O)c1ccccc1S2(=O)=O)N1CCN(c2ccccn2)CC1,-12.3
Cc1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C)c(C)c5)c(=O)c4c(C(=O)c4ccc(C(=O)O)cc4)c3c2=O)cc1C,-13.5
COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1,-12.4
O=C1Nc2ccc(S(=O)(=O)Nc3cc4c(oc5c4C(=O)CCC5)c4ccccc34)c3cccc1c23,-14.5
Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)Nc4nc(C)cc(C)n4)cc3)c3ccccc3n2)cc1,-12.3
O=C(NC1=NCCS1)c1cc(-c2ccc(-c3ccccc3)cc2)nc2ccccc21,-12.2
C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](Cc2c(Br)[nH]c3ccccc32)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,-8.5
Cc1noc(/C(=C\c2cccc(-c3cc(C(C)(C)S(C)(=O)=O)cc4cccnc43)c2)c2ccc(S(C)(=O)=O)cc2)n1,-10.6
Cc1cc(C(=O)Cn2nnc3ccccc3c2=O)c(C)n1-c1c(C)n(C)n(-c2ccccc2)c1=O,-12.5
Cc1cccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(CC(=O)c3ccccc3C)C2=O)c1,-12.4
O=C(N1CCCCC1)N1CCn2cc(C3=C(c4cnc5ccccn54)C(=O)NC3=O)c3cc(F)cc(c32)C1,-12.1
COc1cc([C@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@@H]3O)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,-11.4
COc1cc([C@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@H](C)O[C@H]5[C@H](O)[C@@H]3O)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,-11.3
COc1cc([C@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@@H]3O)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,-10.8
COc1cc([C@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@H]5CO[C@H](C)O[C@H]5[C@H](O)[C@@H]3O)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,-10.9
O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)Nc3cccc4cccnc43)ccc21,-12.3
CC1=C[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](Cc2c(Br)[nH]c3ccccc32)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,-9.6
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@@H]3O)[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,-12.3
