C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,-11.4
Nc1c2ccccc2nc2c1CCc1ccccc1-2,-10.1
O=C(O)c1ccc2c3nc4ccccc4n3c(=O)c3cccc1c23,-10.5
CC(C)=CCc1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,-10.2
O=C1Cc2c3cc([N+](=O)[O-])ccc3[nH]c2-c2ccccc2N1,-10.5
O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c32,-10.2
C[C@H](c1ccccc1)N1C(=O)c2ccccc2[C@@]1(O)Cc1ccccc1,-9.7
C[C@@H](c1ccccc1)N1C(=O)c2ccccc2[C@]1(O)Cc1ccccc1,-9.7
C[C@H](c1ccccc1)N1C(=O)c2ccccc2[C@]1(O)Cc1ccccc1,-8.9
C[C@@]1(C(=O)Nc2nccs2)CC2c3ccccc3C1c1ccccc12,-10.3
C[C@]1(C(=O)Nc2nccs2)CC2c3ccccc3C1c1ccccc12,-10.8
O=c1cc(-c2ccc(O)cc2)oc2ccc3ccccc3c12,-10.9
c1ccc2c(c1)nnn2-c1ncnc2sc3c(c21)CCCC3,-10.8
O=C(Nc1cccc(C(F)(F)F)c1)c1cc2ccccc2oc1=O,-10.1
CN1c2ccccc2C(C)(C)[C@@]12C=Nc1c(ccc3ccccc31)O2,-10.1
CN1c2ccccc2C(C)(C)[C@]12C=Nc1c(ccc3ccccc31)O2,-10.2
O=C1N[C@@H]2Cc3ccccc3CN2c2ccccc21,-9.8
O=C1N[C@H]2Cc3ccccc3CN2c2ccccc21,-10.1
O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,-10.7
O=C(O)c1ccc2c(c1)C(=O)N(c1cccc3ccccc31)C2=O,-10.3
O=C1c2ccc3c4c(ccc(c42)C(=O)N1c1cccc(O)c1)CC3,-10.5
c1cc2cccc3c2c(c1)NC(c1ccc2c(c1)OCO2)N3,-10.1
FC(F)(F)c1cccc(-c2nnc3ccc(C(F)(F)F)cn32)c1,-10.2
Oc1c([C@@H](Nc2ccccn2)c2ccccc2F)ccc2cccnc21,-10.1
Oc1c([C@H](Nc2ccccn2)c2ccccc2F)ccc2cccnc21,-10.1
Cc1nn(-c2nc3ccccc3[nH]2)c(=O)c2ccccc12,-10.3
Cc1cccc(C)c1NC(=O)c1sc(N)nc1-c1ccccc1,-10.3
CCOC(=O)c1c(N)nn(C(=O)c2ccccc2)c1-c1ccccc1,-10.1
O=C(O)c1cccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)c1,-10.1
c1csc(C2=NN3[C@@H](C2)c2ccccc2O[C@@H]3c2ccccc2)c1,-7.9
